collaboration_id,creator_id,campaign_id,brand_id,company_id,creator_name,niche,follower_count,platform_name,brand_name,industry,company_name,campaign_name,campaign_type,campaign_goal,start_date,end_date,budget,campaign_duration_days,content_type,payment_amount,metric_date,impressions,unique_reach,clicks,likes,shares,comments,leads,conversions,revenue_generated,is_verified,lead_quality_score,engagement_rate,ctr,unique_reach_rate,cpm,cpl,cpa,roas,conversion_rate,lead_conversion_rate,impressions_per_day,budget_utilisation_pct
3,360,2,2,1,Timothy Johnson,Food,176139,Pinterest,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,4064.52,2023-10-03,369623,281686,14515,17467,15241,4615,,1281,375549.58,True,,10.10,3.93,,,,3.17,92.40,8.83,,5961.66,8.21
3,360,2,2,1,Timothy Johnson,Food,176139,Pinterest,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,4064.52,2023-09-20,289794,176232,32872,39908,8851,1764,,2068,781843.07,True,,17.43,11.34,,,,1.97,192.36,6.29,,4674.10,8.21
3,360,2,2,1,Timothy Johnson,Food,176139,Pinterest,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,4064.52,2023-08-28,489956,353244,20536,53593,19270,3215,,1458,723367.24,True,,15.53,4.19,,,,2.79,177.97,7.10,,7902.52,8.21
3,360,2,2,1,Timothy Johnson,Food,176139,Pinterest,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,4064.52,2023-08-18,279914,205551,29473,49765,306,3747,,2080,690590.00,True,,19.23,10.53,,,,1.95,169.91,7.06,,4514.74,8.21
3,360,2,2,1,Timothy Johnson,Food,176139,Instagram,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,4064.52,2023-09-02,357106,251934,28347,38667,1117,7826,,403,185713.65,True,,13.33,7.94,,,,10.09,45.69,1.42,,5759.77,8.21
3,360,2,2,1,Timothy Johnson,Food,176139,Instagram,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,4064.52,2023-09-29,166301,91722,6193,4247,4825,288,,472,231037.34,True,,5.63,3.72,,,,8.61,56.84,7.62,,2682.27,8.21
3,360,2,2,1,Timothy Johnson,Food,176139,Instagram,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,4064.52,2023-08-23,418473,308786,23770,24094,2629,3311,,966,44559.43,True,,7.18,5.68,,,,4.21,10.96,4.06,,6749.56,8.21
3,360,2,2,1,Timothy Johnson,Food,176139,Instagram,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,4064.52,2023-08-13,416842,258868,8423,51685,9373,1573,,422,33724.83,True,,15.03,2.02,,,,9.63,8.30,5.01,,6723.26,8.21
4,303,2,2,1,Leslie Gardner,Lifestyle,1933896,Tiktok,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,10182.85,2023-08-30,444934,337264,53200,9690,17938,1151,,3456,785489.06,True,,6.47,11.96,,,,2.95,77.14,6.50,,7176.35,20.58
4,303,2,2,1,Leslie Gardner,Lifestyle,1933896,Tiktok,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,10182.85,2023-08-26,29750,21353,1525,2453,169,678,,47,14466.43,True,,11.09,5.13,,,,216.66,1.42,3.08,,479.84,20.58
4,303,2,2,1,Leslie Gardner,Lifestyle,1933896,Facebook,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,10182.85,2023-08-27,374474,213548,45130,17520,10892,7296,,1492,331348.38,True,,9.54,12.05,,,,6.82,32.54,3.31,,6039.90,20.58
4,303,2,2,1,Leslie Gardner,Lifestyle,1933896,Facebook,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,10182.85,2023-09-12,233611,141516,6838,4292,1695,4193,,384,127802.26,True,,4.36,2.93,,,,26.52,12.55,5.62,,3767.92,20.58
4,303,2,2,1,Leslie Gardner,Lifestyle,1933896,Facebook,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,10182.85,2023-08-18,306509,249978,36342,11649,4942,3354,,1569,37466.60,True,,6.51,11.86,,,,6.49,3.68,4.32,,4943.69,20.58
4,303,2,2,1,Leslie Gardner,Lifestyle,1933896,Facebook,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,10182.85,2023-08-12,356124,211316,15396,58990,10118,920,,630,307896.86,True,,19.66,4.32,,,,16.16,30.24,4.09,,5743.94,20.58
4,303,2,2,1,Leslie Gardner,Lifestyle,1933896,Facebook,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,10182.85,2023-10-04,106018,83285,6129,14513,3715,3124,,392,70148.32,True,,20.14,5.78,,,,25.98,6.89,6.40,,1709.97,20.58
4,303,2,2,1,Leslie Gardner,Lifestyle,1933896,Facebook,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,10182.85,2023-09-13,117429,89007,8844,5929,2883,2733,,736,299912.81,True,,9.83,7.53,,,,13.84,29.45,8.32,,1894.02,20.58
5,132,2,2,1,Mary Jensen,Beauty,1812164,X (Twitter),Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,5046.09,2023-09-27,104217,66201,4236,6230,994,2665,,136,15514.07,True,,9.49,4.06,,,,37.10,3.07,3.21,,1680.92,10.20
5,132,2,2,1,Mary Jensen,Beauty,1812164,X (Twitter),Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,5046.09,2023-08-06,137752,113396,1782,19108,2695,3283,,35,16426.72,True,,18.21,1.29,,,,144.17,3.26,1.96,,2221.81,10.20
5,132,2,2,1,Mary Jensen,Beauty,1812164,X (Twitter),Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,5046.09,2023-08-29,126407,83541,7853,5379,3390,3055,,518,118199.66,True,,9.35,6.21,,,,9.74,23.42,6.60,,2038.82,10.20
5,132,2,2,1,Mary Jensen,Beauty,1812164,X (Twitter),Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,5046.09,2023-10-05,62624,37156,8728,10084,650,749,,381,117265.55,True,,18.34,13.94,,,,13.24,23.24,4.37,,1010.06,10.20
5,132,2,2,1,Mary Jensen,Beauty,1812164,X (Twitter),Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,5046.09,2023-08-10,128714,106356,15037,15650,5517,1226,,351,48663.48,True,,17.40,11.68,,,,14.38,9.64,2.33,,2076.03,10.20
5,132,2,2,1,Mary Jensen,Beauty,1812164,Pinterest,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,5046.09,2023-09-30,306727,250212,12052,7811,7380,6208,,190,50185.58,True,,6.98,3.93,,,,26.56,9.95,1.58,,4947.21,10.20
5,132,2,2,1,Mary Jensen,Beauty,1812164,Pinterest,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,5046.09,2023-08-14,338703,262610,21134,36779,3309,7337,,1210,304898.93,True,,14.00,6.24,,,,4.17,60.42,5.73,,5462.95,10.20
5,132,2,2,1,Mary Jensen,Beauty,1812164,Pinterest,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,5046.09,2023-09-29,248885,156922,16459,46049,7370,513,,489,57428.28,True,,21.67,6.61,,,,10.32,11.38,2.97,,4014.27,10.20
5,132,2,2,1,Mary Jensen,Beauty,1812164,Pinterest,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,5046.09,2023-09-07,208065,128080,14461,16987,1810,5291,,475,28825.03,True,,11.58,6.95,,,,10.62,5.71,3.28,,3355.89,10.20
5,132,2,2,1,Mary Jensen,Beauty,1812164,Pinterest,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,5046.09,2023-10-06,155190,106049,9190,18770,3693,2950,,444,108524.47,True,,16.38,5.92,,,,11.37,21.51,4.83,,2503.06,10.20
6,26,2,2,1,Cody Davidson,Fashion,1674589,Pinterest,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,7058.63,2023-08-26,123073,77497,2538,22310,1899,1913,,150,8627.45,True,,21.22,2.06,,,,47.06,1.22,5.91,,1985.05,14.26
6,26,2,2,1,Cody Davidson,Fashion,1674589,Pinterest,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,7058.63,2023-08-23,119902,69485,2396,2071,1296,803,,94,15538.53,True,,3.48,2.00,,,,75.09,2.20,3.92,,1933.90,14.26
6,26,2,2,1,Cody Davidson,Fashion,1674589,Pinterest,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,7058.63,2023-08-30,358871,288401,13166,44775,2783,9257,,980,275086.30,True,,15.83,3.67,,,,7.20,38.97,7.44,,5788.24,14.26
6,26,2,2,1,Cody Davidson,Fashion,1674589,Pinterest,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,7058.63,2023-08-07,404241,258650,50579,64191,8402,5160,,3145,1052153.72,True,,19.23,12.51,,,,2.24,149.06,6.22,,6520.02,14.26
6,26,2,2,1,Cody Davidson,Fashion,1674589,Pinterest,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,7058.63,2023-08-17,269274,228016,38562,46971,3272,5917,,1114,147256.46,True,,20.86,14.32,,,,6.34,20.86,2.89,,4343.13,14.26
6,26,2,2,1,Cody Davidson,Fashion,1674589,Pinterest,Stein-Silva,Beauty,"Ross, Robinson and Bright",Summer 2023: Organized discrete installation Spotlight,Product Review,Conversion,2023-08-06,2023-10-07,49489.37,62,Blog,7058.63,2023-09-03,290229,225591,32259,28345,11552,2925,,867,337837.74,True,,14.75,11.12,,,,8.14,47.86,2.69,,4681.11,14.26
7,411,3,2,1,Joseph Ochoa,Fitness,1778186,Facebook,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,7536.31,2024-10-05,73349,53049,2051,13880,108,1797,530,,,True,53,21.52,2.80,,,14.22,,,,25.84,4074.94,24.00
7,411,3,2,1,Joseph Ochoa,Fitness,1778186,Facebook,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,7536.31,2024-10-09,223699,169055,14869,35331,6116,2339,829,,,True,40,19.57,6.65,,,9.09,,,,5.58,12427.72,24.00
7,411,3,2,1,Joseph Ochoa,Fitness,1778186,Facebook,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,7536.31,2024-09-21,81078,68362,12096,9563,3255,2229,2340,,,True,49,18.56,14.92,,,3.22,,,,19.35,4504.33,24.00
7,411,3,2,1,Joseph Ochoa,Fitness,1778186,Facebook,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,7536.31,2024-10-02,107562,89772,2034,8973,2609,1133,590,,,True,43,11.82,1.89,,,12.77,,,,29.01,5975.67,24.00
7,411,3,2,1,Joseph Ochoa,Fitness,1778186,Tiktok,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,7536.31,2024-09-26,17308,13810,1635,261,186,474,239,,,True,16,5.32,9.45,,,31.53,,,,14.62,961.56,24.00
7,411,3,2,1,Joseph Ochoa,Fitness,1778186,Tiktok,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,7536.31,2024-09-24,346304,244947,25506,27719,533,3628,7076,,,True,30,9.21,7.37,,,1.07,,,,27.74,19239.11,24.00
7,411,3,2,1,Joseph Ochoa,Fitness,1778186,Tiktok,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,7536.31,2024-10-09,58561,34477,4015,8854,1174,1593,408,,,True,45,19.84,6.86,,,18.47,,,,10.16,3253.39,24.00
8,328,3,2,1,Michael Lopez,Fashion,598270,Youtube,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,4799.54,2024-09-26,4402,3729,318,733,134,35,42,,,True,88,20.49,7.22,,,114.27,,,,13.21,244.56,15.28
8,328,3,2,1,Michael Lopez,Fashion,598270,Youtube,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,4799.54,2024-09-30,241779,166539,3740,6602,7898,6684,511,,,True,56,8.76,1.55,,,9.39,,,,13.66,13432.17,15.28
8,328,3,2,1,Michael Lopez,Fashion,598270,Youtube,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,4799.54,2024-09-27,432214,342743,14919,24781,19492,9622,2453,,,True,59,12.47,3.45,,,1.96,,,,16.44,24011.89,15.28
8,328,3,2,1,Michael Lopez,Fashion,598270,Youtube,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,4799.54,2024-10-05,50587,33795,7203,2809,2208,452,1491,,,True,60,10.81,14.24,,,3.22,,,,20.70,2810.39,15.28
8,328,3,2,1,Michael Lopez,Fashion,598270,Youtube,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,4799.54,2024-09-25,35493,26953,3944,1820,893,1056,742,,,True,62,10.62,11.11,,,6.47,,,,18.81,1971.83,15.28
8,328,3,2,1,Michael Lopez,Fashion,598270,Youtube,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,4799.54,2024-09-24,55667,39040,6631,4894,505,390,405,,,True,50,10.40,11.91,,,11.85,,,,6.11,3092.61,15.28
8,328,3,2,1,Michael Lopez,Fashion,598270,Facebook,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,4799.54,2024-10-03,6129,3831,669,220,207,88,110,,,True,48,8.40,10.92,,,43.63,,,,16.44,340.50,15.28
8,328,3,2,1,Michael Lopez,Fashion,598270,Facebook,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,4799.54,2024-10-01,127531,97443,9090,12682,1871,724,2359,,,True,72,11.98,7.13,,,2.03,,,,25.95,7085.06,15.28
8,328,3,2,1,Michael Lopez,Fashion,598270,Facebook,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,4799.54,2024-10-09,154716,90856,17607,6499,5244,205,2083,,,True,59,7.72,11.38,,,2.30,,,,11.83,8595.33,15.28
8,328,3,2,1,Michael Lopez,Fashion,598270,Facebook,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,4799.54,2024-09-27,114098,87207,15400,12680,2585,272,3213,,,True,73,13.62,13.50,,,1.49,,,,20.86,6338.78,15.28
8,328,3,2,1,Michael Lopez,Fashion,598270,Facebook,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,4799.54,2024-10-06,376105,281331,9173,53093,8558,6900,570,,,True,78,18.23,2.44,,,8.42,,,,6.21,20894.72,15.28
8,328,3,2,1,Michael Lopez,Fashion,598270,Facebook,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,4799.54,2024-09-21,487469,304624,66893,23397,870,882,3588,,,True,46,5.16,13.72,,,1.34,,,,5.36,27081.61,15.28
9,32,3,2,1,Kimberly Sharp,Food,1656244,Instagram,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,4553.86,2024-09-28,380090,228097,25920,11577,6472,6575,2524,,,True,18,6.48,6.82,,,1.80,,,,9.74,21116.11,14.50
9,32,3,2,1,Kimberly Sharp,Food,1656244,Instagram,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,4553.86,2024-09-26,112051,77049,2156,18473,3680,1311,144,,,True,47,20.94,1.92,,,31.62,,,,6.68,6225.06,14.50
9,32,3,2,1,Kimberly Sharp,Food,1656244,Youtube,Stein-Silva,Beauty,"Ross, Robinson and Bright",Stein-Silva Organized discrete installation Lead Generation Drive,Sign-Up Drive,Lead Generation,2024-09-21,2024-10-09,31401.85,18,Post,4553.86,2024-10-06,331259,251390,34751,64512,11591,3521,7257,,,True,58,24.04,10.49,,,0.63,,,,20.88,18403.28,14.50
